WMT,2015-02-27,83.72,83.93,83.4,84.16,5877400
WMT,2015-02-26,83.85,83.8,83.27,83.86,5888100
WMT,2015-02-25,84.63,83.57,83.52,84.72,6808400
WMT,2015-02-24,84.52,84.57,83.92,84.82,5197700
WMT,2015-02-23,84.39,84.6,84.23,84.86,6730400
WMT,2015-02-20,82.73,84.3,82.55,84.38,13840400
WMT,2015-02-19,84.5,83.52,83.39,84.8,18646800
WMT,2015-02-18,85.96,86.29,85.52,86.3,6032700
WMT,2015-02-17,85.43,85.96,84.97,85.97,5087200
WMT,2015-02-13,85.84,85.81,85.32,86.16,5597000
WMT,2015-02-12,86.56,85.89,85.23,86.68,6941600
WMT,2015-02-11,86.63,86.34,85.92,87.12,5853100
WMT,2015-02-10,86.62,87.29,86.42,87.41,5732100
WMT,2015-02-09,86.97,85.91,85.64,87.19,5456200
WMT,2015-02-06,87.26,87.33,86.78,88,5550700
WMT,2015-02-05,87.11,87.28,86.56,87.36,5090800
WMT,2015-02-04,86.11,86.65,86,87.04,8932300
WMT,2015-02-03,85.83,86.19,85.66,86.53,8283500
WMT,2015-02-02,84.79,85.71,83.93,85.87,6927200
WMT,2015-01-30,86.78,84.98,84.9,87.36,10280200
WMT,2015-01-29,87.07,87.72,86.27,87.72,6522800
WMT,2015-01-28,88.02,86.82,86.77,88.23,5936800
WMT,2015-01-27,88.28,87.53,87.26,88.46,6020500
WMT,2015-01-26,88.31,88.63,88.12,89.16,4666700
WMT,2015-01-23,88.42,88.51,87.89,89.26,7565800
WMT,2015-01-22,87.23,88.3,86.86,88.4,7123800
WMT,2015-01-21,86.1,86.64,85.71,86.91,8173800
WMT,2015-01-20,86.82,86.69,85.55,87.7,7853100
WMT,2015-01-16,87.2,86.77,86.23,87.46,8408900
WMT,2015-01-15,87,87.38,86.7,87.78,9412700
WMT,2015-01-14,87.65,86.61,86.5,88.52,11954300
WMT,2015-01-13,90.8,89.31,88.93,90.97,8215400
WMT,2015-01-12,89.36,90.02,89.22,90.31,7372500
WMT,2015-01-09,90.32,89.35,89.25,90.39,8522500
WMT,2015-01-08,89.21,90.47,89.07,90.67,12713600
WMT,2015-01-07,86.78,88.6,86.67,88.68,8498400
WMT,2015-01-06,85.98,86.31,85.79,86.75,8205100
WMT,2015-01-05,85.72,85.65,85.51,86.32,6979000
WMT,2015-01-02,86.27,85.9,85.55,86.72,4501800
WMT,2014-12-31,87.08,85.88,85.86,87.44,4151400
WMT,2014-12-30,86.52,86.79,86.48,87.13,3265400
WMT,2014-12-29,86.46,86.64,86.4,87.07,3605600
WMT,2014-12-26,86.18,86.91,86.01,87.14,3249300
WMT,2014-12-24,86.97,86.43,86.39,87.07,2491800
WMT,2014-12-23,86.69,86.66,86.36,87.08,5552600
WMT,2014-12-22,85.32,86.38,85.29,86.4,4575800
WMT,2014-12-19,86.26,85.16,85.16,86.34,12068800
WMT,2014-12-18,84.8,85.94,84.28,85.95,8645900
